Agency Type,Victim Sex,Victim Age,Victim Ethnicity,Perpetrator Sex,Perpetrator Ethnicity,Weapon Category,Relationship Category,Region,Season
Sheriff,Male,35,Not Hispanic,Male,Not Hispanic,Firearm,Family,South,Summer
Sheriff,Male,22,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Autumn
Sheriff,Male,36,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Autumn
Sheriff,Male,34,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Autumn
Sheriff,Male,46,Hispanic,Female,Hispanic,Firearm,Lover,South,Summer
Sheriff,Male,59,Not Hispanic,Male,Not Hispanic,Non-Firearm,Acquaintance,South,Summer
Sheriff,Male,36,Not Hispanic,Female,Not Hispanic,Firearm,Lover,South,Summer
Sheriff,Male,31,Not Hispanic,Male,Not Hispanic,Non-Firearm,Stranger,South,Summer
Sheriff,Male,25,Not Hispanic,Female,Not Hispanic,Firearm,Lover,South,Summer
Sheriff,Female,17,Not Hispanic,Male,Not Hispanic,Non-Firearm,Lover,South,Summer
Sheriff,Male,17,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Summer
Sheriff,Female,26,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Summer
Sheriff,Male,20,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Summer
Sheriff,Male,53,Not Hispanic,Male,Not Hispanic,Non-Firearm,Acquaintance,South,Summer
Sheriff,Male,30,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Autumn
Sheriff,Male,44,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Autumn
Sheriff,Male,36,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Autumn
Municipal Police,Male,40,Not Hispanic,Female,Not Hispanic,Non-Firearm,Acquaintance,South,Winter
Municipal Police,Female,19,Not Hispanic,Male,Not Hispanic,Firearm,Lover,South,Winter
Municipal Police,Male,31,Not Hispanic,Male,Not Hispanic,Firearm,Family,South,Winter
Municipal Police,Male,40,Not Hispanic,Female,Not Hispanic,Firearm,Acquaintance,South,Winter
Municipal Police,Male,39,Not Hispanic,Female,Not Hispanic,Firearm,Acquaintance,South,Winter
Municipal Police,Male,16,Not Hispanic,Female,Not Hispanic,Firearm,Acquaintance,South,Spring
Municipal Police,Male,20,Not Hispanic,Female,Not Hispanic,Firearm,Family,South,Spring
Municipal Police,Female,25,Not Hispanic,Male,Not Hispanic,Non-Firearm,Acquaintance,South,Spring
Municipal Police,Female,37,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Spring
Municipal Police,Female,15,Not Hispanic,Male,Not Hispanic,Firearm,Stranger,South,Spring
Municipal Police,Female,36,Not Hispanic,Male,Not Hispanic,Firearm,Lover,South,Spring
Municipal Police,Male,23,Not Hispanic,Male,Not Hispanic,Firearm,Stranger,South,Spring
Municipal Police,Male,20,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Spring
Municipal Police,Female,65,Not Hispanic,Male,Not Hispanic,Non-Firearm,Acquaintance,South,Spring
Municipal Police,Male,23,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Spring
Municipal Police,Male,32,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Summer
Municipal Police,Male,41,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Summer
Municipal Police,Male,20,Not Hispanic,Female,Not Hispanic,Firearm,Family,South,Summer
Municipal Police,Male,39,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Summer
Municipal Police,Male,45,Not Hispanic,Female,Not Hispanic,Firearm,Acquaintance,South,Summer
Municipal Police,Male,52,Not Hispanic,Female,Not Hispanic,Firearm,Acquaintance,South,Summer
Municipal Police,Male,50,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Autumn
Municipal Police,Male,26,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Autumn
Municipal Police,Male,22,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Autumn
Municipal Police,Male,18,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Autumn
Municipal Police,Male,33,Not Hispanic,Female,Not Hispanic,Firearm,Lover,South,Autumn
Municipal Police,Female,25,Not Hispanic,Male,Not Hispanic,Firearm,Stranger,South,Autumn
Municipal Police,Male,23,Hispanic,Male,Not Hispanic,Firearm,Stranger,South,Autumn
Municipal Police,Male,47,Not Hispanic,Male,Not Hispanic,Non-Firearm,Acquaintance,South,Winter
Municipal Police,Male,29,Not Hispanic,Male,Not Hispanic,Firearm,Stranger,South,Winter
Municipal Police,Male,45,Not Hispanic,Male,Not Hispanic,Firearm,Stranger,South,Winter
Municipal Police,Male,63,Not Hispanic,Male,Not Hispanic,Firearm,Family,South,Spring
Municipal Police,Male,30,Not Hispanic,Female,Not Hispanic,Non-Firearm,Lover,South,Summer
Municipal Police,Female,44,Not Hispanic,Female,Not Hispanic,Firearm,Acquaintance,South,Autumn
Municipal Police,Female,28,Not Hispanic,Male,Not Hispanic,Non-Firearm,Acquaintance,South,Winter
Sheriff,Female,14,Not Hispanic,Male,Not Hispanic,Firearm,Stranger,South,Winter
Sheriff,Male,45,Not Hispanic,Male,Not Hispanic,Firearm,Family,South,Winter
Sheriff,Male,49,Not Hispanic,Male,Not Hispanic,Non-Firearm,Acquaintance,South,Summer
Sheriff,Male,22,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Autumn
Sheriff,Male,27,Not Hispanic,Male,Not Hispanic,Firearm,Family,South,Winter
Sheriff,Male,32,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Winter
Municipal Police,Male,53,Not Hispanic,Female,Not Hispanic,Non-Firearm,Lover,South,Spring
Municipal Police,Male,58,Not Hispanic,Male,Not Hispanic,Firearm,Stranger,South,Spring
Municipal Police,Male,35,Not Hispanic,Female,Not Hispanic,Firearm,Lover,South,Spring
Municipal Police,Male,26,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Autumn
Sheriff,Male,14,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Spring
Sheriff,Male,33,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Spring
Sheriff,Female,32,Not Hispanic,Female,Not Hispanic,Firearm,Acquaintance,South,Autumn
Sheriff,Male,17,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Winter
Municipal Police,Male,27,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Winter
Municipal Police,Male,28,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Autumn
Sheriff,Female,49,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Winter
Sheriff,Female,56,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Spring
Municipal Police,Male,62,Not Hispanic,Female,Not Hispanic,Firearm,Lover,South,Autumn
Sheriff,Male,23,Hispanic,Male,Hispanic,Non-Firearm,Acquaintance,West,Spring
Sheriff,Female,27,Not Hispanic,Male,Not Hispanic,Firearm,Lover,West,Summer
Sheriff,Male,26,Not Hispanic,Male,Not Hispanic,Firearm,Lover,West,Autumn
Municipal Police,Male,34,Not Hispanic,Male,Not Hispanic,Non-Firearm,Acquaintance,West,Autumn
Municipal Police,Male,59,Hispanic,Male,Hispanic,Non-Firearm,Acquaintance,West,Winter
Municipal Police,Male,32,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,West,Spring
Municipal Police,Male,23,Hispanic,Male,Not Hispanic,Firearm,Stranger,West,Summer
Sheriff,Male,27,Not Hispanic,Male,Hispanic,Firearm,Acquaintance,West,Spring
Sheriff,Female,34,Not Hispanic,Male,Not Hispanic,Non-Firearm,Lover,West,Winter
Sheriff,Male,27,Not Hispanic,Male,Hispanic,Firearm,Acquaintance,West,Spring
Sheriff,Female,39,Not Hispanic,Male,Not Hispanic,Non-Firearm,Lover,West,Autumn
Municipal Police,Female,30,Not Hispanic,Male,Not Hispanic,Non-Firearm,Stranger,West,Winter
Municipal Police,Male,28,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,West,Summer
Municipal Police,Female,29,Hispanic,Male,Not Hispanic,Non-Firearm,Lover,West,Autumn
Municipal Police,Male,40,Not Hispanic,Male,Not Hispanic,Firearm,Family,West,Summer
Municipal Police,Female,78,Not Hispanic,Male,Not Hispanic,Firearm,Lover,West,Autumn
Municipal Police,Male,39,Hispanic,Male,Hispanic,Non-Firearm,Acquaintance,West,Winter
Municipal Police,Female,22,Not Hispanic,Male,Not Hispanic,Firearm,Lover,West,Spring
Sheriff,Male,22,Not Hispanic,Male,Not Hispanic,Non-Firearm,Acquaintance,West,Winter
Sheriff,Male,22,Not Hispanic,Male,Not Hispanic,Non-Firearm,Stranger,West,Winter
Sheriff,Male,29,Not Hispanic,Male,Not Hispanic,Firearm,Stranger,West,Winter
Sheriff,Female,20,Not Hispanic,Male,Not Hispanic,Non-Firearm,Acquaintance,West,Winter
Sheriff,Male,23,Not Hispanic,Female,Not Hispanic,Firearm,Stranger,West,Winter
Sheriff,Male,27,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,West,Spring
Sheriff,Female,84,Not Hispanic,Male,Not Hispanic,Non-Firearm,Lover,West,Spring
Sheriff,Male,27,Hispanic,Male,Hispanic,Non-Firearm,Acquaintance,West,Summer
Sheriff,Male,50,Not Hispanic,Female,Not Hispanic,Firearm,Lover,West,Summer
Sheriff,Female,70,Not Hispanic,Male,Not Hispanic,Firearm,Lover,West,Summer
Sheriff,Male,27,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,West,Summer
Sheriff,Male,32,Hispanic,Male,Not Hispanic,Firearm,Stranger,West,Autumn
Sheriff,Male,18,Not Hispanic,Male,Not Hispanic,Non-Firearm,Acquaintance,West,Autumn
Sheriff,Male,53,Not Hispanic,Male,Not Hispanic,Non-Firearm,Stranger,West,Autumn
Sheriff,Male,10,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,West,Autumn
Municipal Police,Male,30,Hispanic,Male,Hispanic,Firearm,Stranger,West,Winter
Municipal Police,Male,50,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,West,Autumn
Municipal Police,Male,22,Hispanic,Male,Hispanic,Firearm,Acquaintance,West,Summer
Municipal Police,Female,29,Not Hispanic,Male,Not Hispanic,Non-Firearm,Lover,West,Autumn
Municipal Police,Male,64,Not Hispanic,Male,Not Hispanic,Non-Firearm,Family,West,Winter
Municipal Police,Female,62,Not Hispanic,Male,Not Hispanic,Non-Firearm,Family,West,Winter
Municipal Police,Male,23,Not Hispanic,Male,Not Hispanic,Firearm,Stranger,West,Spring
Municipal Police,Female,50,Not Hispanic,Male,Not Hispanic,Firearm,Lover,West,Spring
Municipal Police,Female,33,Not Hispanic,Male,Not Hispanic,Firearm,Lover,West,Summer
Municipal Police,Male,33,Hispanic,Male,Hispanic,Firearm,Acquaintance,West,Summer
Municipal Police,Female,75,Not Hispanic,Male,Not Hispanic,Non-Firearm,Acquaintance,West,Autumn
Municipal Police,Male,28,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,West,Winter
Municipal Police,Male,56,Not Hispanic,Male,Hispanic,Firearm,Stranger,West,Winter
Municipal Police,Female,41,Not Hispanic,Male,Not Hispanic,Firearm,Lover,West,Spring
Municipal Police,Male,22,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,West,Summer
Municipal Police,Male,27,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,West,Summer
Municipal Police,Male,8,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,West,Summer
Municipal Police,Female,37,Not Hispanic,Male,Not Hispanic,Firearm,Lover,West,Autumn
Municipal Police,Male,82,Not Hispanic,Male,Not Hispanic,Non-Firearm,Acquaintance,West,Autumn
Municipal Police,Female,70,Not Hispanic,Male,Not Hispanic,Firearm,Stranger,West,Winter
Municipal Police,Male,17,Hispanic,Male,Not Hispanic,Firearm,Stranger,West,Winter
Municipal Police,Male,17,Hispanic,Male,Hispanic,Firearm,Stranger,West,Winter
Municipal Police,Male,22,Hispanic,Male,Hispanic,Firearm,Stranger,West,Winter
Municipal Police,Male,28,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,West,Winter
Municipal Police,Male,22,Not Hispanic,Male,Not Hispanic,Non-Firearm,Acquaintance,West,Winter
Municipal Police,Male,1,Not Hispanic,Male,Not Hispanic,Non-Firearm,Acquaintance,West,Winter
Municipal Police,Male,22,Not Hispanic,Male,Not Hispanic,Non-Firearm,Stranger,West,Winter
Municipal Police,Male,21,Not Hispanic,Female,Not Hispanic,Firearm,Acquaintance,West,Winter
Municipal Police,Male,48,Hispanic,Male,Hispanic,Non-Firearm,Stranger,West,Winter
Municipal Police,Male,25,Not Hispanic,Male,Not Hispanic,Firearm,Stranger,West,Winter
Municipal Police,Male,19,Not Hispanic,Male,Hispanic,Firearm,Acquaintance,West,Winter
Municipal Police,Male,40,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,West,Winter
Municipal Police,Male,17,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,West,Winter
Municipal Police,Female,1,Not Hispanic,Male,Hispanic,Non-Firearm,Acquaintance,West,Spring
Municipal Police,Male,19,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,West,Spring
Municipal Police,Male,31,Not Hispanic,Male,Hispanic,Non-Firearm,Stranger,West,Spring
Municipal Police,Female,25,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,West,Spring
Municipal Police,Male,22,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,West,Spring
Municipal Police,Male,21,Hispanic,Male,Not Hispanic,Firearm,Stranger,West,Spring
Municipal Police,Male,38,Not Hispanic,Male,Not Hispanic,Firearm,Family,West,Spring
Municipal Police,Male,31,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,West,Spring
Municipal Police,Male,17,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,West,Spring
Municipal Police,Male,51,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,West,Spring
Municipal Police,Male,40,Hispanic,Female,Hispanic,Non-Firearm,Lover,West,Spring
Municipal Police,Female,86,Not Hispanic,Male,Not Hispanic,Non-Firearm,Stranger,West,Spring
Municipal Police,Female,45,Hispanic,Male,Hispanic,Firearm,Acquaintance,West,Spring
Municipal Police,Male,53,Not Hispanic,Female,Not Hispanic,Firearm,Lover,West,Spring
Municipal Police,Male,26,Hispanic,Male,Not Hispanic,Firearm,Stranger,West,Spring
Municipal Police,Female,53,Not Hispanic,Male,Not Hispanic,Firearm,Family,West,Spring
Municipal Police,Male,2,Hispanic,Male,Hispanic,Non-Firearm,Acquaintance,West,Spring
Municipal Police,Male,27,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,West,Spring
Municipal Police,Male,18,Not Hispanic,Male,Not Hispanic,Non-Firearm,Acquaintance,West,Spring
Municipal Police,Male,18,Hispanic,Male,Hispanic,Firearm,Stranger,West,Spring
Municipal Police,Male,29,Not Hispanic,Male,Not Hispanic,Non-Firearm,Stranger,West,Summer
Municipal Police,Male,70,Not Hispanic,Female,Not Hispanic,Firearm,Acquaintance,West,Summer
Municipal Police,Female,1,Not Hispanic,Male,Not Hispanic,Non-Firearm,Family,West,Summer
Municipal Police,Male,25,Not Hispanic,Male,Not Hispanic,Non-Firearm,Acquaintance,West,Summer
Municipal Police,Male,38,Not Hispanic,Male,Hispanic,Firearm,Acquaintance,West,Summer
Municipal Police,Female,22,Hispanic,Male,Hispanic,Firearm,Family,West,Summer
Municipal Police,Male,19,Not Hispanic,Male,Hispanic,Firearm,Stranger,West,Summer
Municipal Police,Female,34,Not Hispanic,Male,Not Hispanic,Non-Firearm,Lover,West,Summer
Municipal Police,Male,84,Not Hispanic,Male,Not Hispanic,Firearm,Stranger,West,Summer
Municipal Police,Male,43,Not Hispanic,Female,Not Hispanic,Firearm,Lover,West,Summer
Municipal Police,Female,52,Not Hispanic,Male,Not Hispanic,Non-Firearm,Family,West,Summer
Municipal Police,Male,20,Hispanic,Male,Hispanic,Non-Firearm,Acquaintance,West,Summer
Municipal Police,Male,46,Hispanic,Male,Not Hispanic,Non-Firearm,Acquaintance,West,Summer
Municipal Police,Male,25,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,West,Summer
Municipal Police,Male,57,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,West,Summer
Municipal Police,Male,25,Not Hispanic,Male,Not Hispanic,Firearm,Stranger,West,Autumn
Municipal Police,Male,28,Not Hispanic,Male,Not Hispanic,Firearm,Stranger,West,Autumn
Municipal Police,Male,27,Not Hispanic,Male,Not Hispanic,Firearm,Family,West,Autumn
Municipal Police,Male,24,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,West,Autumn
Municipal Police,Female,20,Not Hispanic,Male,Hispanic,Non-Firearm,Stranger,West,Autumn
Municipal Police,Female,35,Not Hispanic,Male,Not Hispanic,Non-Firearm,Acquaintance,West,Autumn
Municipal Police,Male,29,Not Hispanic,Female,Not Hispanic,Firearm,Lover,West,Autumn
Municipal Police,Female,35,Not Hispanic,Male,Not Hispanic,Firearm,Lover,West,Autumn
Municipal Police,Male,31,Not Hispanic,Male,Not Hispanic,Firearm,Stranger,West,Autumn
Municipal Police,Male,21,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,West,Autumn
Municipal Police,Male,39,Not Hispanic,Male,Not Hispanic,Firearm,Stranger,West,Autumn
Municipal Police,Female,37,Hispanic,Male,Hispanic,Firearm,Acquaintance,West,Autumn
Municipal Police,Male,29,Not Hispanic,Male,Not Hispanic,Firearm,Stranger,West,Autumn
Municipal Police,Male,45,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,West,Autumn
Municipal Police,Male,24,Hispanic,Male,Hispanic,Firearm,Acquaintance,West,Autumn
Municipal Police,Male,29,Not Hispanic,Female,Not Hispanic,Firearm,Lover,West,Autumn
Municipal Police,Female,35,Not Hispanic,Male,Not Hispanic,Non-Firearm,Acquaintance,West,Autumn
Municipal Police,Female,34,Not Hispanic,Male,Not Hispanic,Non-Firearm,Acquaintance,West,Winter
Municipal Police,Male,54,Not Hispanic,Male,Not Hispanic,Firearm,Stranger,West,Winter
Municipal Police,Male,30,Not Hispanic,Male,Hispanic,Non-Firearm,Acquaintance,West,Winter
Municipal Police,Male,25,Not Hispanic,Male,Not Hispanic,Non-Firearm,Acquaintance,West,Winter
Municipal Police,Male,27,Hispanic,Male,Not Hispanic,Firearm,Stranger,West,Winter
Municipal Police,Male,20,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,West,Winter
Municipal Police,Male,46,Not Hispanic,Male,Not Hispanic,Firearm,Stranger,West,Winter
Municipal Police,Female,52,Not Hispanic,Male,Not Hispanic,Non-Firearm,Lover,West,Summer
Municipal Police,Female,39,Not Hispanic,Male,Not Hispanic,Firearm,Lover,West,Autumn
Municipal Police,Male,18,Not Hispanic,Male,Hispanic,Firearm,Acquaintance,West,Autumn
Municipal Police,Male,19,Hispanic,Male,Hispanic,Firearm,Acquaintance,West,Winter
Municipal Police,Female,20,Not Hispanic,Male,Not Hispanic,Non-Firearm,Acquaintance,West,Summer
Municipal Police,Male,22,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,West,Summer
Municipal Police,Female,18,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,West,Summer
Municipal Police,Male,26,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,West,Summer
Municipal Police,Male,23,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,West,Autumn
Municipal Police,Male,21,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,West,Winter
Municipal Police,Male,41,Not Hispanic,Male,Not Hispanic,Firearm,Stranger,West,Winter
Municipal Police,Male,47,Hispanic,Male,Hispanic,Non-Firearm,Family,West,Winter
Sheriff,Male,58,Not Hispanic,Male,Hispanic,Firearm,Family,West,Summer
Sheriff,Female,15,Not Hispanic,Male,Not Hispanic,Firearm,Stranger,West,Winter
Sheriff,Male,19,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,West,Spring
Sheriff,Male,47,Not Hispanic,Male,Hispanic,Firearm,Stranger,West,Summer
Municipal Police,Male,33,Not Hispanic,Male,Not Hispanic,Non-Firearm,Stranger,West,Winter
Municipal Police,Female,19,Not Hispanic,Male,Not Hispanic,Firearm,Lover,West,Winter
Municipal Police,Male,26,Not Hispanic,Male,Not Hispanic,Firearm,Stranger,West,Winter
Municipal Police,Male,27,Hispanic,Male,Hispanic,Firearm,Acquaintance,West,Winter
Sheriff,Male,5,Not Hispanic,Female,Not Hispanic,Firearm,Acquaintance,West,Winter
Sheriff,Male,11,Not Hispanic,Male,Not Hispanic,Firearm,Family,West,Spring
Sheriff,Male,14,Not Hispanic,Male,Not Hispanic,Firearm,Family,West,Summer
Sheriff,Female,35,Not Hispanic,Male,Not Hispanic,Firearm,Lover,West,Autumn
Sheriff,Female,33,Not Hispanic,Male,Not Hispanic,Non-Firearm,Acquaintance,West,Autumn
Municipal Police,Male,17,Hispanic,Male,Not Hispanic,Firearm,Acquaintance,West,Winter
Municipal Police,Male,73,Not Hispanic,Male,Not Hispanic,Non-Firearm,Acquaintance,West,Spring
Municipal Police,Male,2,Hispanic,Male,Hispanic,Firearm,Family,West,Autumn
Municipal Police,Male,34,Not Hispanic,Male,Not Hispanic,Firearm,Stranger,West,Winter
Municipal Police,Male,48,Not Hispanic,Male,Not Hispanic,Firearm,Family,West,Winter
Municipal Police,Male,48,Not Hispanic,Male,Not Hispanic,Firearm,Stranger,West,Winter
Municipal Police,Male,35,Not Hispanic,Male,Not Hispanic,Firearm,Stranger,West,Winter
Municipal Police,Male,58,Not Hispanic,Female,Not Hispanic,Firearm,Acquaintance,West,Winter
Municipal Police,Male,23,Hispanic,Male,Not Hispanic,Firearm,Acquaintance,West,Spring
Municipal Police,Male,25,Not Hispanic,Female,Not Hispanic,Firearm,Lover,West,Spring
Municipal Police,Male,15,Hispanic,Male,Hispanic,Firearm,Acquaintance,West,Spring
Municipal Police,Male,31,Hispanic,Male,Not Hispanic,Firearm,Acquaintance,West,Summer
Municipal Police,Male,71,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,West,Summer
Municipal Police,Female,38,Not Hispanic,Male,Not Hispanic,Firearm,Lover,West,Summer
Municipal Police,Male,21,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,West,Summer
Municipal Police,Male,27,Not Hispanic,Female,Not Hispanic,Non-Firearm,Lover,West,Summer
Municipal Police,Male,42,Hispanic,Male,Not Hispanic,Firearm,Family,West,Autumn
Municipal Police,Male,25,Hispanic,Male,Not Hispanic,Firearm,Stranger,West,Autumn
